Year,NOC,Lagged_Squad_Size,Lagged_NOC_Events_Entered,Lagged_Sport_Diversity,Lagged_Global_Total_Events,Lagged_Global_Nations_Count,Lagged_Share_of_Entries,Lagged_Expected_Share,Lagged_RCA_Macro,Lagged_Specialization_Index,Lagged_Total_Medals,Lagged_2_Total_Medals,Lagged_3_Total_Medals,Is_Host,Has_Medal_before,Total,Gold,Silver,Bronze
1976,GBR,284.0,159.0,18.0,439.0,121.0,0.03604624801632283,0.008264462809917356,4.361596009975062,8.833333333333334,18.0,13.0,18.0,0,1,13,3,5,5
1980,GBR,242.0,148.0,17.0,444.0,92.0,0.039403620873269436,0.010869565217391304,3.6251331203407884,8.705882352941176,13.0,18.0,13.0,0,1,21,5,7,9
1984,GBR,219.0,145.0,14.0,454.0,80.0,0.04541183839649233,0.0125,3.632947071719386,10.357142857142858,21.0,13.0,18.0,0,1,37,5,11,21
1988,GBR,337.0,190.0,20.0,492.0,140.0,0.042288003561095036,0.007142857142857143,5.9203204985533056,9.5,37.0,21.0,13.0,0,1,24,5,10,9
1992,GBR,345.0,191.0,22.0,528.0,159.0,0.033096517068099116,0.006289308176100629,5.262346213827759,8.681818181818182,24.0,37.0,21.0,0,1,20,5,3,12
1996,GBR,371.0,203.0,23.0,573.0,168.0,0.03237123265826822,0.005952380952380952,5.438367086589061,8.826086956521738,20.0,24.0,37.0,0,1,15,1,8,6
2000,GBR,300.0,175.0,22.0,604.0,197.0,0.025837885722722574,0.005076142131979695,5.090063487376348,7.954545454545454,15.0,20.0,24.0,0,1,28,11,10,7
2004,GBR,309.0,179.0,23.0,667.0,199.0,0.0254985754985755,0.005025125628140704,5.074216524216524,7.782608695652174,28.0,15.0,20.0,0,1,30,9,9,12
2008,GBR,264.0,162.0,24.0,669.0,201.0,0.023611718408395276,0.004975124378109453,4.745955400087451,6.75,30.0,28.0,15.0,0,1,51,19,13,19
2012,GBR,303.0,185.0,23.0,673.0,204.0,0.026141020206302105,0.004901960784313725,5.332768122085629,8.043478260869565,51.0,30.0,28.0,1,1,65,29,18,18
2016,GBR,530.0,249.0,32.0,670.0,204.0,0.035596854896354536,0.004901960784313725,7.261758398856325,7.78125,65.0,51.0,30.0,0,1,67,27,23,17
2020,GBR,360.0,198.0,26.0,682.0,205.0,0.027891252289054796,0.004878048780487805,5.717706719256233,7.615384615384615,67.0,65.0,51.0,0,1,64,22,20,22
2024,GBR,392.0,197.0,35.0,761.0,205.0,0.028713015595394256,0.004878048780487805,5.886168197055823,5.628571428571429,64.0,67.0,65.0,0,1,65,14,22,29
1996,GBS,,,,,,,,,,,,,0,0,0,0,0,0
2000,GBS,3.0,3.0,2.0,604.0,197.0,0.0004429351838181013,0.005076142131979695,0.08725823121216596,1.5,0.0,,,0,0,0,0,0,0
2004,GBS,3.0,3.0,2.0,667.0,199.0,0.00042735042735042735,0.005025125628140704,0.08504273504273505,1.5,0.0,0.0,,0,0,0,0,0,0
2008,GBS,3.0,3.0,2.0,669.0,201.0,0.00043725404459991256,0.004975124378109453,0.08788806296458243,1.5,0.0,0.0,0.0,0,0,0,0,0,0
2012,GBS,3.0,3.0,2.0,673.0,204.0,0.000423908435777872,0.004901960784313725,0.08647732089868589,1.5,0.0,0.0,0.0,0,0,0,0,0,0
2016,GBS,4.0,4.0,2.0,670.0,204.0,0.0005718370264474624,0.004901960784313725,0.11665475339528233,2.0,0.0,0.0,0.0,0,0,0,0,0,0
2020,GBS,5.0,5.0,3.0,682.0,205.0,0.000704324552753909,0.004878048780487805,0.14438653331455134,1.6666666666666667,0.0,0.0,0.0,0,0,0,0,0,0
2024,GBS,4.0,4.0,3.0,761.0,205.0,0.0005830053927998834,0.004878048780487805,0.1195161055239761,1.3333333333333333,0.0,0.0,0.0,0,0,0,0,0,0
1968,GDR,,,,,,,,,,,,,0,0,25,9,9,7
1972,GDR,225.0,124.0,18.0,386.0,112.0,0.033659066232356136,0.008928571428571428,3.7698154180238874,6.888888888888889,25.0,,,0,1,66,20,23,23
1976,GDR,297.0,161.0,18.0,439.0,121.0,0.03649965994105645,0.008264462809917356,4.41645885286783,8.944444444444445,66.0,25.0,,0,1,90,40,25,25
1980,GDR,267.0,139.0,17.0,444.0,92.0,0.03700745473908413,0.010869565217391304,3.40468583599574,8.176470588235293,90.0,66.0,25.0,0,1,126,47,37,42
1988,GDR,346.0,167.0,17.0,454.0,80.0,0.052301910429063576,0.0125,4.184152834325086,9.823529411764707,126.0,90.0,66.0,0,1,102,37,35,30
1996,GEO,,,,,,,,,,,,,0,0,2,0,0,2
2000,GEO,34.0,39.0,13.0,604.0,197.0,0.005758157389635317,0.005076142131979695,1.1343570057581576,3.0,2.0,,,0,1,6,0,0,6
2004,GEO,36.0,41.0,12.0,667.0,199.0,0.005840455840455841,0.005025125628140704,1.1622507122507124,3.4166666666666665,6.0,2.0,,0,1,4,2,2,0
2008,GEO,32.0,38.0,10.0,669.0,201.0,0.005538551231598892,0.004975124378109453,1.1132487975513774,3.8,4.0,6.0,2.0,0,1,7,3,2,2
2012,GEO,35.0,35.0,11.0,673.0,204.0,0.004945598417408506,0.004901960784313725,1.0089020771513353,3.1818181818181817,7.0,4.0,6.0,0,1,6,1,2,3
2016,GEO,34.0,35.0,10.0,670.0,204.0,0.005003573981415297,0.004901960784313725,1.0207290922087207,3.5,6.0,7.0,4.0,0,1,7,2,1,4
2020,GEO,40.0,40.0,12.0,682.0,205.0,0.005634596422031272,0.004878048780487805,1.1550922665164107,3.3333333333333335,7.0,6.0,7.0,0,1,8,2,5,1
2024,GEO,35.0,35.0,11.0,761.0,205.0,0.00510129718699898,0.004878048780487805,1.045765923334791,3.1818181818181817,8.0,7.0,6.0,0,1,7,3,3,1
1984,GEQ,,,,,,,,,,,,,0,0,0,0,0,0
1988,GEQ,4.0,5.0,1.0,492.0,140.0,0.001112842198976185,0.007142857142857143,0.15579790785666592,5.0,0.0,,,0,0,0,0,0,0
1992,GEQ,6.0,7.0,1.0,528.0,159.0,0.0012129613585167215,0.006289308176100629,0.19286085600415873,7.0,0.0,0.0,,0,0,0,0,0,0
1996,GEQ,7.0,8.0,1.0,573.0,168.0,0.0012757136022962844,0.005952380952380952,0.2143198851857758,8.0,0.0,0.0,0.0,0,0,0,0,0,0
2000,GEQ,5.0,5.0,1.0,604.0,197.0,0.0007382253063635022,0.005076142131979695,0.14543038535360994,5.0,0.0,0.0,0.0,0,0,0,0,0,0
2004,GEQ,4.0,4.0,2.0,667.0,199.0,0.0005698005698005698,0.005025125628140704,0.11339031339031339,2.0,0.0,0.0,0.0,0,0,0,0,0,0
2008,GEQ,2.0,2.0,1.0,669.0,201.0,0.0002915026963999417,0.004975124378109453,0.05859204197638828,2.0,0.0,0.0,0.0,0,0,0,0,0,0
2012,GEQ,3.0,3.0,2.0,673.0,204.0,0.000423908435777872,0.004901960784313725,0.08647732089868589,1.5,0.0,0.0,0.0,0,0,0,0,0,0
2016,GEQ,2.0,2.0,1.0,670.0,204.0,0.0002859185132237312,0.004901960784313725,0.05832737669764117,2.0,0.0,0.0,0.0,0,0,0,0,0,0
2020,GEQ,1.0,1.0,1.0,682.0,205.0,0.0001408649105507818,0.004878048780487805,0.02887730666291027,1.0,0.0,0.0,0.0,0,0,0,0,0,0
2024,GEQ,3.0,3.0,2.0,761.0,205.0,0.00043725404459991256,0.004878048780487805,0.08963707914298208,1.5,0.0,0.0,0.0,0,0,0,0,0,0
1896,GER,,,,,,,,,,,,,0,0,13,6,5,2
1900,GER,19.0,27.0,6.0,107.0,12.0,0.15976331360946747,0.08333333333333333,1.9171597633136097,4.5,13.0,,,0,1,9,4,3,2
1904,GER,76.0,27.0,10.0,236.0,31.0,0.06733167082294264,0.03225806451612903,2.0872817955112217,2.7,9.0,13.0,,0,1,15,4,5,6
1908,GER,22.0,25.0,9.0,224.0,15.0,0.13368983957219252,0.06666666666666667,2.0053475935828877,2.7777777777777777,15.0,9.0,13.0,0,1,13,3,5,5
1912,GER,82.0,41.0,12.0,267.0,22.0,0.060561299852289516,0.045454545454545456,1.3323485967503692,3.4166666666666665,13.0,15.0,9.0,0,1,25,5,13,7
1928,GER,183.0,67.0,13.0,236.0,27.0,0.0737073707370737,0.037037037037037035,1.99009900990099,5.153846153846154,25.0,13.0,15.0,0,1,31,10,7,14
1932,GER,214.0,85.0,15.0,252.0,46.0,0.05548302872062663,0.021739130434782608,2.5522193211488253,5.666666666666667,31.0,25.0,13.0,0,1,0,0,0,0
1936,GER,85.0,58.0,14.0,268.0,37.0,0.06628571428571428,0.02702702702702703,2.4525714285714284,4.142857142857143,0.0,31.0,25.0,1,1,101,38,31,32
1952,GER,348.0,128.0,21.0,302.0,49.0,0.062135922330097085,0.02040816326530612,3.0446601941747575,6.095238095238095,101.0,0.0,31.0,0,1,24,0,7,17
1956,GER,205.0,123.0,18.0,338.0,69.0,0.04138627187079408,0.014492753623188406,2.8556527590847915,6.833333333333333,24.0,101.0,0.0,0,1,0,0,0,0
1960,GER,167.0,100.0,16.0,342.0,72.0,0.046061722708429294,0.013888888888888888,3.3164440350069095,6.25,0.0,24.0,101.0,0,1,0,0,0,0
1964,GER,293.0,148.0,17.0,340.0,84.0,0.04395604395604396,0.011904761904761904,3.692307692307693,8.705882352941176,0.0,0.0,24.0,0,1,0,0,0,0
1992,GER,337.0,159.0,19.0,370.0,93.0,0.04921077065923862,0.010752688172043012,4.5766016713091915,8.368421052631579,0.0,0.0,0.0,0,1,82,33,21,28
1996,GER,463.0,237.0,26.0,573.0,168.0,0.03779301546802743,0.005952380952380952,6.349226598628609,9.115384615384615,82.0,0.0,0.0,0,1,65,20,18,27
2000,GER,464.0,234.0,26.0,604.0,197.0,0.0345489443378119,0.005076142131979695,6.806142034548945,9.0,65.0,82.0,0.0,0,1,56,13,17,26
2004,GER,422.0,234.0,29.0,667.0,199.0,0.03333333333333333,0.005025125628140704,6.633333333333333,8.068965517241379,56.0,65.0,82.0,0,1,49,13,16,20
2008,GER,441.0,228.0,29.0,669.0,201.0,0.03323130738959335,0.004975124378109453,6.6794927853082635,7.862068965517241,49.0,56.0,65.0,0,1,41,16,11,14
2012,GER,420.0,207.0,30.0,673.0,204.0,0.029249682068673167,0.004901960784313725,5.966935142009326,6.9,41.0,49.0,56.0,0,1,44,11,20,13
2016,GER,383.0,213.0,27.0,670.0,204.0,0.030450321658327378,0.004901960784313725,6.211865618298785,7.888888888888889,44.0,41.0,49.0,0,1,42,17,10,15
2020,GER,418.0,217.0,29.0,682.0,205.0,0.03056768558951965,0.004878048780487805,6.2663755458515285,7.482758620689655,42.0,44.0,41.0,0,1,37,10,11,16
2024,GER,415.0,206.0,37.0,761.0,205.0,0.030024777729193996,0.004878048780487805,6.155079434484769,5.5675675675675675,37.0,42.0,44.0,0,1,33,12,13,8
1952,GHA,,,,,,,,,,,,,0,0,0,0,0,0
1960,GHA,7.0,5.0,1.0,338.0,69.0,0.0016823687752355316,0.014492753623188406,0.11608344549125169,5.0,0.0,,,0,0,0,0,0,0
1964,GHA,13.0,12.0,2.0,340.0,84.0,0.003564003564003564,0.011904761904761904,0.2993762993762994,6.0,0.0,0.0,,0,0,1,0,0,1
1968,GHA,33.0,18.0,3.0,370.0,93.0,0.005571030640668524,0.010752688172043012,0.5181058495821727,6.0,1.0,0.0,0.0,0,1,0,0,0,0
1972,GHA,31.0,18.0,3.0,386.0,112.0,0.004885993485342019,0.008928571428571428,0.5472312703583062,6.0,0.0,1.0,0.0,0,1,1,0,0,1
1984,GHA,35.0,17.0,3.0,439.0,121.0,0.003854001360235774,0.008264462809917356,0.46633416458852867,5.666666666666667,1.0,0.0,1.0,0,1,0,0,0,0
1988,GHA,21.0,17.0,2.0,492.0,140.0,0.0037836634765190296,0.007142857142857143,0.5297128867126641,8.5,0.0,1.0,0.0,0,1,0,0,0,0
1992,GHA,16.0,13.0,3.0,528.0,159.0,0.0022526425229596257,0.006289308176100629,0.3581701611505805,4.333333333333333,0.0,0.0,1.0,0,1,1,0,0,1
1996,GHA,34.0,13.0,4.0,573.0,168.0,0.0020730346037314625,0.005952380952380952,0.34826981342688573,3.25,1.0,0.0,0.0,0,1,0,0,0,0
2000,GHA,35.0,15.0,4.0,604.0,197.0,0.0022146759190905065,0.005076142131979695,0.4362911560608298,3.75,0.0,1.0,0.0,0,1,0,0,0,0
2004,GHA,22.0,13.0,2.0,667.0,199.0,0.001851851851851852,0.005025125628140704,0.3685185185185185,6.5,0.0,0.0,1.0,0,1,0,0,0,0
2008,GHA,26.0,9.0,2.0,669.0,201.0,0.0013117621337997377,0.004975124378109453,0.26366418889374726,4.5,0.0,0.0,0.0,0,1,0,0,0,0
2012,GHA,9.0,9.0,2.0,673.0,204.0,0.001271725307333616,0.004901960784313725,0.25943196269605767,4.5,0.0,0.0,0.0,0,1,0,0,0,0
2016,GHA,7.0,7.0,4.0,670.0,204.0,0.0010007147962830592,0.004901960784313725,0.2041458184417441,1.75,0.0,0.0,0.0,0,1,0,0,0,0
2020,GHA,13.0,12.0,5.0,682.0,205.0,0.0016903789266093816,0.004878048780487805,0.34652767995492323,2.4,0.0,0.0,0.0,0,1,1,0,0,1
2024,GHA,14.0,11.0,5.0,761.0,205.0,0.0016032648301996793,0.004878048780487805,0.32866929019093427,2.2,1.0,0.0,0.0,0,1,0,0,0,0
1896,GRE,,,,,,,,,,,,,1,0,47,10,18,19
1900,GRE,102.0,39.0,9.0,107.0,12.0,0.23076923076923078,0.08333333333333333,2.7692307692307696,4.333333333333333,47.0,,,0,1,0,0,0,0
1904,GRE,3.0,3.0,2.0,236.0,31.0,0.007481296758104738,0.03225806451612903,0.23192019950124687,1.5,0.0,47.0,,0,1,2,1,0,1
1908,GRE,14.0,5.0,3.0,224.0,15.0,0.026737967914438502,0.06666666666666667,0.40106951871657753,1.6666666666666667,2.0,0.0,47.0,0,1,4,0,3,1
1912,GRE,20.0,25.0,3.0,267.0,22.0,0.03692762186115214,0.045454545454545456,0.8124076809453471,8.333333333333334,4.0,2.0,0.0,0,1,2,1,0,1
1920,GRE,22.0,25.0,5.0,236.0,27.0,0.027502750275027504,0.037037037037037035,0.7425742574257427,5.0,2.0,4.0,2.0,0,1,1,0,1,0
1924,GRE,47.0,34.0,8.0,363.0,29.0,0.02826267664172901,0.034482758620689655,0.8196176226101414,4.25,1.0,2.0,4.0,0,1,0,0,0,0
1928,GRE,38.0,36.0,8.0,292.0,44.0,0.022249690976514216,0.022727272727272728,0.9789864029666254,4.5,0.0,1.0,2.0,0,1,0,0,0,0
1932,GRE,23.0,26.0,4.0,252.0,46.0,0.016971279373368148,0.021739130434782608,0.7806788511749349,6.5,0.0,0.0,1.0,0,1,0,0,0,0
1936,GRE,10.0,12.0,3.0,268.0,37.0,0.013714285714285714,0.02702702702702703,0.5074285714285713,4.0,0.0,0.0,0.0,0,1,0,0,0,0
1948,GRE,39.0,32.0,6.0,302.0,49.0,0.015533980582524271,0.02040816326530612,0.7611650485436894,5.333333333333333,0.0,0.0,0.0,0,1,0,0,0,0
1952,GRE,57.0,41.0,9.0,312.0,59.0,0.01854364540931705,0.01694915254237288,1.094075079149706,4.555555555555555,0.0,0.0,0.0,0,1,0,0,0,0
1956,GRE,48.0,24.0,7.0,338.0,69.0,0.008075370121130552,0.014492753623188406,0.5572005383580081,3.4285714285714284,0.0,0.0,0.0,0,1,1,0,0,1
1960,GRE,13.0,13.0,5.0,342.0,72.0,0.005988023952095809,0.013888888888888888,0.43113772455089827,2.6,1.0,0.0,0.0,0,1,0,0,0,0
1964,GRE,48.0,38.0,8.0,340.0,84.0,0.011286011286011286,0.011904761904761904,0.9480249480249481,4.75,0.0,1.0,0.0,0,1,0,0,0,0
1968,GRE,18.0,16.0,4.0,370.0,93.0,0.004952027236149799,0.010752688172043012,0.46053853296193126,4.0,0.0,0.0,1.0,0,1,1,0,0,1
1972,GRE,44.0,27.0,7.0,386.0,112.0,0.007328990228013029,0.008928571428571428,0.8208469055374593,3.857142857142857,1.0,0.0,0.0,0,1,2,0,2,0
1976,GRE,60.0,46.0,9.0,439.0,121.0,0.010428474268873271,0.008264462809917356,1.2618453865336658,5.111111111111111,2.0,1.0,0.0,0,1,0,0,0,0
1980,GRE,36.0,34.0,8.0,444.0,92.0,0.009052183173588925,0.010869565217391304,0.832800851970181,4.25,0.0,2.0,1.0,0,1,3,1,0,2
1984,GRE,41.0,31.0,8.0,454.0,80.0,0.009708737864077669,0.0125,0.7766990291262135,3.875,3.0,0.0,2.0,0,1,2,0,1,1
1988,GRE,63.0,49.0,11.0,492.0,140.0,0.010905853549966614,0.007142857142857143,1.526819496995326,4.454545454545454,2.0,3.0,0.0,0,1,1,0,0,1
1992,GRE,56.0,43.0,12.0,528.0,159.0,0.007451048345174146,0.006289308176100629,1.1847166868826893,3.5833333333333335,1.0,2.0,3.0,0,1,2,2,0,0
1996,GRE,70.0,53.0,17.0,573.0,168.0,0.008451602615212885,0.005952380952380952,1.4198692393557648,3.1176470588235294,2.0,1.0,2.0,0,1,8,4,4,0
2000,GRE,121.0,94.0,18.0,604.0,197.0,0.01387863575963384,0.005076142131979695,2.7340912446478667,5.222222222222222,8.0,2.0,1.0,0,1,13,4,6,3
2004,GRE,140.0,114.0,23.0,667.0,199.0,0.01623931623931624,0.005025125628140704,3.2316239316239317,4.956521739130435,13.0,8.0,2.0,1,1,16,6,6,4
2008,GRE,426.0,215.0,33.0,669.0,201.0,0.031336539862993736,0.004975124378109453,6.298644512461741,6.515151515151516,16.0,13.0,8.0,0,1,3,0,2,1
2012,GRE,152.0,105.0,23.0,673.0,204.0,0.01483679525222552,0.004901960784313725,3.026706231454006,4.565217391304348,3.0,16.0,13.0,0,1,2,0,0,2
2016,GRE,102.0,76.0,20.0,670.0,204.0,0.010864903502501787,0.004901960784313725,2.2164403145103644,3.8,2.0,3.0,16.0,0,1,6,3,1,2
2020,GRE,92.0,65.0,16.0,682.0,205.0,0.009156219185800818,0.004878048780487805,1.8770249330891675,4.0625,6.0,2.0,3.0,0,1,4,2,1,1
2024,GRE,82.0,58.0,20.0,761.0,205.0,0.00845357819559831,0.004878048780487805,1.7329835300976535,2.9,4.0,6.0,2.0,0,1,8,1,1,6
1984,GRN,,,,,,,,,,,,,0,0,0,0,0,0
1988,GRN,6.0,6.0,2.0,492.0,140.0,0.0013354106387714222,0.007142857142857143,0.1869574894279991,3.0,0.0,,,0,0,0,0,0,0
1992,GRN,6.0,7.0,2.0,528.0,159.0,0.0012129613585167215,0.006289308176100629,0.19286085600415873,3.5,0.0,0.0,,0,0,0,0,0,0
1996,GRN,4.0,5.0,1.0,573.0,168.0,0.0007973210014351779,0.005952380952380952,0.13394992824110988,5.0,0.0,0.0,0.0,0,0,0,0,0,0
2000,GRN,5.0,2.0,1.0,604.0,197.0,0.0002952901225454009,0.005076142131979695,0.05817215414144398,2.0,0.0,0.0,0.0,0,0,0,0,0,0
2004,GRN,3.0,3.0,2.0,667.0,199.0,0.00042735042735042735,0.005025125628140704,0.08504273504273505,1.5,0.0,0.0,0.0,0,0,0,0,0,0
2008,GRN,5.0,5.0,2.0,669.0,201.0,0.0007287567409998542,0.004975124378109453,0.14648010494097072,2.5,0.0,0.0,0.0,0,0,0,0,0,0
2012,GRN,9.0,8.0,2.0,673.0,204.0,0.0011304224954076585,0.004901960784313725,0.23060618906316235,4.0,0.0,0.0,0.0,0,0,1,1,0,0
2016,GRN,8.0,8.0,3.0,670.0,204.0,0.0011436740528949249,0.004901960784313725,0.23330950679056467,2.6666666666666665,1.0,0.0,0.0,0,1,1,0,1,0
2020,GRN,6.0,4.0,2.0,682.0,205.0,0.0005634596422031273,0.004878048780487805,0.11550922665164108,2.0,1.0,1.0,0.0,0,1,1,0,0,1
2024,GRN,6.0,6.0,2.0,761.0,205.0,0.0008745080891998251,0.004878048780487805,0.17927415828596416,3.0,1.0,1.0,1.0,0,1,2,0,0,2
1952,GUA,,,,,,,,,,,,,0,0,0,0,0,0
1968,GUA,21.0,26.0,6.0,338.0,69.0,0.008748317631224764,0.014492753623188406,0.6036339165545087,4.333333333333333,0.0,,,0,0,0,0,0,0
1972,GUA,48.0,37.0,8.0,386.0,112.0,0.01004343105320304,0.008928571428571428,1.1248642779587406,4.625,0.0,0.0,,0,0,0,0,0,0
1976,GUA,8.0,10.0,3.0,439.0,121.0,0.0022670596236681025,0.008264462809917356,0.2743142144638404,3.3333333333333335,0.0,0.0,0.0,0,0,0,0,0,0
1980,GUA,28.0,8.0,5.0,444.0,92.0,0.002129925452609159,0.010869565217391304,0.19595314164004263,1.6,0.0,0.0,0.0,0,0,0,0,0,0
1984,GUA,10.0,7.0,5.0,454.0,80.0,0.002192295646727216,0.0125,0.17538365173817727,1.4,0.0,0.0,0.0,0,0,0,0,0,0
1988,GUA,24.0,40.0,9.0,492.0,140.0,0.00890273759180948,0.007142857142857143,1.2463832628533273,4.444444444444445,0.0,0.0,0.0,0,0,0,0,0,0
1992,GUA,28.0,16.0,8.0,528.0,159.0,0.002772483105181078,0.006289308176100629,0.44082481372379134,2.0,0.0,0.0,0.0,0,0,0,0,0,0
1996,GUA,14.0,27.0,7.0,573.0,168.0,0.00430553340774996,0.005952380952380952,0.7233296125019933,3.857142857142857,0.0,0.0,0.0,0,0,0,0,0,0
2000,GUA,26.0,20.0,11.0,604.0,197.0,0.0029529012254540087,0.005076142131979695,0.5817215414144398,1.8181818181818181,0.0,0.0,0.0,0,0,0,0,0,0
2004,GUA,15.0,14.0,7.0,667.0,199.0,0.0019943019943019944,0.005025125628140704,0.39686609686609686,2.0,0.0,0.0,0.0,0,0,0,0,0,0
2008,GUA,18.0,17.0,8.0,669.0,201.0,0.0024777729193995045,0.004975124378109453,0.4980323567993004,2.125,0.0,0.0,0.0,0,0,0,0,0,0
2012,GUA,12.0,12.0,9.0,673.0,204.0,0.001695633743111488,0.004901960784313725,0.34590928359474354,1.3333333333333333,0.0,0.0,0.0,0,0,1,0,1,0
2016,GUA,19.0,21.0,11.0,670.0,204.0,0.003002144388849178,0.004901960784313725,0.6124374553252323,1.9090909090909092,1.0,0.0,0.0,0,1,0,0,0,0
2020,GUA,21.0,19.0,10.0,682.0,205.0,0.002676433300464854,0.004878048780487805,0.5486688265952951,1.9,0.0,1.0,0.0,0,1,0,0,0,0
2024,GUA,24.0,17.0,10.0,761.0,205.0,0.0024777729193995045,0.004878048780487805,0.5079434484768984,1.7,0.0,0.0,1.0,0,1,2,1,0,1
1968,GUI,,,,,,,,,,,,,0,0,0,0,0,0
1980,GUI,14.0,1.0,1.0,386.0,112.0,0.0002714440825190011,0.008928571428571428,0.030401737242128125,1.0,0.0,,,0,0,0,0,0,0
1984,GUI,9.0,10.0,3.0,454.0,80.0,0.0031318509238960224,0.0125,0.25054807391168177,3.3333333333333335,0.0,0.0,,0,0,0,0,0,0
1988,GUI,1.0,1.0,1.0,492.0,140.0,0.00022256843979523704,0.007142857142857143,0.031159581571333188,1.0,0.0,0.0,0.0,0,0,0,0,0,0
1992,GUI,6.0,7.0,3.0,528.0,159.0,0.0012129613585167215,0.006289308176100629,0.19286085600415873,2.3333333333333335,0.0,0.0,0.0,0,0,0,0,0,0
1996,GUI,8.0,11.0,2.0,573.0,168.0,0.0017541062031573912,0.005952380952380952,0.29468984213044175,5.5,0.0,0.0,0.0,0,0,0,0,0,0
2000,GUI,5.0,5.0,2.0,604.0,197.0,0.0007382253063635022,0.005076142131979695,0.14543038535360994,2.5,0.0,0.0,0.0,0,0,0,0,0,0
2004,GUI,6.0,6.0,4.0,667.0,199.0,0.0008547008547008547,0.005025125628140704,0.1700854700854701,1.5,0.0,0.0,0.0,0,0,0,0,0,0
2008,GUI,3.0,4.0,3.0,669.0,201.0,0.0005830053927998834,0.004975124378109453,0.11718408395277656,1.3333333333333333,0.0,0.0,0.0,0,0,0,0,0,0
2012,GUI,5.0,5.0,3.0,673.0,204.0,0.0007065140596297867,0.004901960784313725,0.14412886816447648,1.6666666666666667,0.0,0.0,0.0,0,0,0,0,0,0
2016,GUI,4.0,4.0,3.0,670.0,204.0,0.0005718370264474624,0.004901960784313725,0.11665475339528233,1.3333333333333333,0.0,0.0,0.0,0,0,0,0,0,0
2020,GUI,5.0,5.0,3.0,682.0,205.0,0.000704324552753909,0.004878048780487805,0.14438653331455134,1.6666666666666667,0.0,0.0,0.0,0,0,0,0,0,0
2024,GUI,5.0,5.0,4.0,761.0,205.0,0.0007287567409998542,0.004878048780487805,0.1493951319049701,1.25,0.0,0.0,0.0,0,0,0,0,0,0
1988,GUM,,,,,,,,,,,,,0,0,0,0,0,0
1992,GUM,19.0,22.0,7.0,528.0,159.0,0.003812164269623982,0.006289308176100629,0.6061341188702131,3.142857142857143,0.0,,,0,0,0,0,0,0
1996,GUM,22.0,27.0,8.0,573.0,168.0,0.00430553340774996,0.005952380952380952,0.7233296125019933,3.375,0.0,0.0,,0,0,0,0,0,0
2000,GUM,8.0,9.0,4.0,604.0,197.0,0.0013288055514543038,0.005076142131979695,0.26177469363649786,2.25,0.0,0.0,0.0,0,0,0,0,0,0
2004,GUM,7.0,7.0,5.0,667.0,199.0,0.0009971509971509972,0.005025125628140704,0.19843304843304843,1.4,0.0,0.0,0.0,0,0,0,0,0,0
2008,GUM,4.0,4.0,3.0,669.0,201.0,0.0005830053927998834,0.004975124378109453,0.11718408395277656,1.3333333333333333,0.0,0.0,0.0,0,0,0,0,0,0
2012,GUM,6.0,7.0,5.0,673.0,204.0,0.0009891196834817012,0.004901960784313725,0.20178041543026706,1.4,0.0,0.0,0.0,0,0,0,0,0,0
2016,GUM,8.0,8.0,5.0,670.0,204.0,0.0011436740528949249,0.004901960784313725,0.23330950679056467,1.6,0.0,0.0,0.0,0,0,0,0,0,0
2020,GUM,5.0,5.0,3.0,682.0,205.0,0.000704324552753909,0.004878048780487805,0.14438653331455134,1.6666666666666667,0.0,0.0,0.0,0,0,0,0,0,0
2024,GUM,5.0,5.0,4.0,761.0,205.0,0.0007287567409998542,0.004878048780487805,0.1493951319049701,1.25,0.0,0.0,0.0,0,0,0,0,0,0
1948,GUY,,,,,,,,,,,,,0,0,0,0,0,0
1952,GUY,4.0,7.0,3.0,312.0,59.0,0.003165988240615106,0.01694915254237288,0.18679330619629125,2.3333333333333335,0.0,,,0,0,0,0,0,0
1956,GUY,1.0,1.0,1.0,338.0,69.0,0.00033647375504710633,0.014492753623188406,0.023216689098250337,1.0,0.0,0.0,,0,0,0,0,0,0
1960,GUY,4.0,6.0,2.0,342.0,72.0,0.0027637033625057578,0.013888888888888888,0.19898664210041458,3.0,0.0,0.0,0.0,0,0,0,0,0,0
1964,GUY,5.0,6.0,2.0,340.0,84.0,0.001782001782001782,0.011904761904761904,0.1496881496881497,3.0,0.0,0.0,0.0,0,0,0,0,0,0
1968,GUY,1.0,1.0,1.0,370.0,93.0,0.00030950170225936243,0.010752688172043012,0.028783658310120704,1.0,0.0,0.0,0.0,0,0,0,0,0,0
1972,GUY,5.0,6.0,4.0,386.0,112.0,0.0016286644951140066,0.008928571428571428,0.18241042345276876,1.5,0.0,0.0,0.0,0,0,0,0,0,0
1980,GUY,3.0,4.0,2.0,439.0,121.0,0.000906823849467241,0.008264462809917356,0.10972568578553615,2.0,0.0,0.0,0.0,0,0,1,0,0,1
1984,GUY,8.0,10.0,3.0,454.0,80.0,0.0031318509238960224,0.0125,0.25054807391168177,3.3333333333333335,1.0,0.0,0.0,0,1,0,0,0,0
1988,GUY,10.0,12.0,3.0,492.0,140.0,0.0026708212775428445,0.007142857142857143,0.3739149788559982,4.0,0.0,1.0,0.0,0,1,0,0,0,0
1992,GUY,8.0,8.0,3.0,528.0,159.0,0.001386241552590539,0.006289308176100629,0.22041240686189567,2.6666666666666665,0.0,0.0,1.0,0,1,0,0,0,0
